Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
2006,Kris Benson,BAL,183.0,781,1.0546,0.1917,0.4149,0.3934,0.0756,0.1387,0.0717,0.4783,0.3949,0.2994,0.3057,0.1019,0.5828,0.3153,982
2006,Josh Fogg,COL,172.0,765,1.1441,0.2027,0.4255,0.3719,0.0991,0.1081,0.0354,0.2500,0.4678,0.3174,0.2149,0.1140,0.6066,0.2793,989
2006,Brian Meadows,TBD,69.2,311,0.8673,0.1790,0.3813,0.4397,0.0708,0.1239,0.0204,0.6667,0.3423,0.3615,0.2962,0.0615,0.6077,0.3308,998
2006,Ron Villone,NYY,80.1,365,0.6339,0.2078,0.3074,0.4848,0.0982,0.0804,0.0423,0.2857,0.4034,0.3235,0.2731,0.1261,0.5714,0.3025,1010
2006,Dave Williams,2 Tms,69.0,320,0.7981,0.2550,0.3307,0.4143,0.1538,0.1346,0.0723,0.1818,0.4504,0.2786,0.2710,0.1107,0.6107,0.2786,1013
2006,Adam Eaton,TEX,65.0,291,0.9759,0.2442,0.3733,0.3825,0.1205,0.1325,0.0123,0.0000,0.3000,0.4045,0.2955,0.0955,0.6000,0.3045,1029
2006,Trevor Hoffman,SDP,63.0,248,0.7108,0.2240,0.3224,0.4536,0.1446,0.0723,0.0508,1.0000,0.3370,0.3967,0.2663,0.0978,0.6141,0.2880,1035
2006,Jake Peavy,SDP,202.1,846,0.8708,0.1836,0.3800,0.4364,0.0917,0.0958,0.0766,0.1538,0.3837,0.3517,0.2647,0.1474,0.5897,0.2629,1051
2006,Brett Tomko,LAD,112.1,491,0.8373,0.1779,0.3747,0.4474,0.0783,0.1024,0.0647,0.2308,0.3698,0.3464,0.2839,0.1068,0.6224,0.2708,1056
2006,Ryan Franklin,2 Tms,77.1,343,1.3483,0.1804,0.4706,0.3490,0.0899,0.1461,0.0667,0.4286,0.4351,0.3626,0.2023,0.0878,0.6450,0.2672,1076
2006,Freddy Garcia,CHW,216.1,917,1.0137,0.1817,0.4119,0.4064,0.0819,0.1092,0.0337,0.5000,0.4924,0.2957,0.2118,0.0935,0.6190,0.2875,1077
2006,Gil Meche,SEA,186.2,811,1.1226,0.1848,0.4312,0.3841,0.0849,0.1132,0.0504,0.3636,0.3588,0.3623,0.2789,0.0924,0.6572,0.2504,1089
2006,Jamie Moyer,2 Tms,211.1,894,1.0177,0.2064,0.4003,0.3933,0.1312,0.1170,0.0418,0.2500,0.4417,0.3278,0.2305,0.1001,0.6420,0.2579,1091
2006,Joel Pineiro,SEA,165.2,753,1.6337,0.2322,0.4763,0.2915,0.0814,0.1337,0.0427,0.5000,0.4696,0.3125,0.2179,0.0743,0.5980,0.3277,1094
2006,Rafael Soriano,SEA,60.0,241,0.5000,0.1854,0.2715,0.5430,0.1463,0.0732,0.0732,0.0000,0.4183,0.2941,0.2876,0.1111,0.6601,0.2288,1100
2006,Aaron Fultz,PHI,71.1,317,0.9767,0.2273,0.3818,0.3909,0.0930,0.0814,0.0833,0.2000,0.3822,0.3556,0.2622,0.1644,0.5289,0.3067,1113
2006,Livan Hernandez,2 Tms,216.0,959,0.8339,0.2006,0.3635,0.4359,0.0990,0.0927,0.0460,0.2581,0.3778,0.3618,0.2603,0.0948,0.6609,0.2443,1116
2006,Joe Nathan,MIN,68.1,262,0.8387,0.2192,0.3562,0.4247,0.1774,0.0484,0.0192,0.0000,0.3733,0.3067,0.3200,0.1267,0.6333,0.2400,1122
2006,Russ Ortiz,2 Tms,63.0,303,0.9518,0.2430,0.3692,0.3879,0.0723,0.2169,0.0380,0.5000,0.3889,0.3426,0.2685,0.1019,0.5417,0.3565,1124
2006,Jason Schmidt,SFG,213.1,894,0.8647,0.1935,0.3740,0.4325,0.0902,0.0789,0.0652,0.2308,0.3646,0.3599,0.2755,0.0939,0.6306,0.2755,1131
2006,Matt Morris,SFG,207.2,903,1.3680,0.2095,0.4566,0.3338,0.0693,0.0952,0.0506,0.1176,0.4217,0.3568,0.2214,0.1044,0.6305,0.2652,1172
2006,Mike Timlin,BOS,64.0,279,1.0112,0.2115,0.3965,0.3921,0.1124,0.0787,0.0667,0.5000,0.3723,0.3333,0.2944,0.1255,0.5887,0.2857,1187
2006,Woody Williams,SDP,145.1,624,0.8357,0.2117,0.3589,0.4294,0.1362,0.0986,0.0674,0.0714,0.3667,0.3647,0.2686,0.1078,0.6392,0.2529,1190
2006,Tom Martin,COL,60.1,266,1.7358,0.2246,0.4920,0.2834,0.1321,0.0755,0.0543,0.2500,0.3717,0.3508,0.2775,0.1361,0.6126,0.2513,1219
2006,Jorge Sosa,2 Tms,118.0,524,0.8057,0.2080,0.3534,0.4386,0.1143,0.1714,0.0426,0.1111,0.3824,0.3652,0.2525,0.1054,0.6078,0.2868,1228
2006,Hector Carrasco,LAA,100.1,417,1.6042,0.1883,0.5000,0.3117,0.0521,0.1042,0.0519,0.8000,0.4409,0.3482,0.2109,0.1086,0.6326,0.2588,1240
2006,Francisco Cordero,2 Tms,75.1,322,1.0395,0.2172,0.3990,0.3838,0.0526,0.0921,0.0633,0.2000,0.3350,0.3547,0.3103,0.0887,0.6700,0.2414,1243
2006,Doug Davis,MIL,203.1,904,1.2350,0.2023,0.4408,0.3569,0.0829,0.0876,0.0709,0.2333,0.4216,0.3448,0.2335,0.1301,0.6505,0.2194,1244
2006,Chan Ho Park,SDP,136.2,606,1.1607,0.1843,0.4382,0.3775,0.0655,0.1190,0.0359,0.0000,0.4649,0.3399,0.1952,0.1031,0.5811,0.3158,1267
2006,Kenny Rogers,DET,204.0,849,1.5775,0.1830,0.5000,0.3170,0.0845,0.1080,0.0565,0.1429,0.4345,0.3343,0.2312,0.1267,0.6303,0.2430,1277
2006,Chris Carpenter,STL,221.2,896,1.8846,0.1835,0.5334,0.2830,0.0714,0.1154,0.0583,0.0625,0.4492,0.3096,0.2413,0.1335,0.6024,0.2640,1292
2006,Kelvim Escobar,LAA,189.1,789,1.2297,0.1896,0.4470,0.3635,0.0622,0.0813,0.0623,0.3333,0.4072,0.3407,0.2521,0.0835,0.6457,0.2709,1298
2006,Scott Eyre,CHC,61.1,266,1.1000,0.2025,0.4177,0.3797,0.0667,0.1833,0.0758,0.2000,0.3190,0.3865,0.2945,0.1043,0.5828,0.3129,1300
2006,Roy Halladay,TOR,220.0,876,2.6053,0.2046,0.5747,0.2206,0.1382,0.1250,0.0429,0.3750,0.4525,0.3404,0.2071,0.1348,0.6369,0.2284,1303
2006,Esteban Loaiza,OAK,154.2,679,1.1111,0.2023,0.4198,0.3779,0.0657,0.0859,0.0818,0.2500,0.4030,0.3078,0.2892,0.0746,0.6735,0.2519,1310
2006,Brandon Lyon,ARI,69.1,293,1.2917,0.2396,0.4286,0.3318,0.0833,0.0972,0.0108,0.2500,0.4222,0.3244,0.2533,0.0978,0.5556,0.3467,1312
2006,Joaquin Benoit,TEX,79.2,347,0.8454,0.1864,0.3727,0.4409,0.1340,0.0515,0.0854,0.0000,0.3213,0.3303,0.3484,0.1222,0.6561,0.2217,1437
2006,Brendan Donnelly,LAA,64.0,278,1.1714,0.1915,0.4362,0.3723,0.2143,0.1143,0.0732,0.6000,0.3990,0.3368,0.2642,0.1192,0.6632,0.2176,1441
2006,Aaron Harang,CIN,234.1,993,0.9737,0.2188,0.3854,0.3958,0.1278,0.1053,0.0927,0.0500,0.3511,0.3258,0.3230,0.1713,0.5815,0.2472,1451
2006,Jon Rauch,WSN,91.1,383,0.6210,0.2118,0.3020,0.4863,0.1694,0.1048,0.1169,0.0000,0.4595,0.2741,0.2664,0.0888,0.6216,0.2896,1475
2006,Josh Towers,TOR,62.0,295,0.9684,0.2076,0.3898,0.4025,0.0632,0.1789,0.0543,0.2500,0.4167,0.3542,0.2292,0.0583,0.6167,0.3250,1489
2006,John Lackey,LAA,217.2,922,1.1098,0.1827,0.4299,0.3874,0.0691,0.0569,0.0549,0.2857,0.3867,0.3020,0.3112,0.1002,0.6071,0.2928,1507
2006,Oliver Perez,2 Tms,112.2,529,0.6438,0.2310,0.3012,0.4678,0.1000,0.1250,0.0777,0.2727,0.4079,0.3286,0.2635,0.1105,0.5864,0.3031,1514
2006,Kirk Saarloos,OAK,121.1,548,2.1351,0.2037,0.5423,0.2540,0.0541,0.1712,0.0422,0.0000,0.4818,0.3295,0.1886,0.1318,0.5705,0.2977,1516
2006,Runelvys Hernandez,KCR,109.2,508,1.0066,0.2310,0.3858,0.3832,0.1060,0.1457,0.0329,0.4000,0.4381,0.3416,0.2203,0.0990,0.5569,0.3441,1528
2006,Luke Hudson,KCR,102.0,440,1.7527,0.2289,0.4910,0.2801,0.0430,0.0753,0.0736,1.0000,0.4222,0.3383,0.2395,0.1108,0.5359,0.3533,1542
2006,Aaron Cook,COL,212.2,915,2.4157,0.1850,0.5764,0.2386,0.0562,0.0955,0.0372,0.0667,0.3693,0.4218,0.2089,0.1551,0.6413,0.2037,1571
2006,Mark Hendrickson,2 Tms,164.2,719,1.3231,0.1611,0.4778,0.3611,0.1436,0.0872,0.0504,0.3571,0.4603,0.3267,0.2130,0.0812,0.6841,0.2347,1574
2006,Pedro Feliciano,NYM,60.1,256,1.6863,0.2126,0.4943,0.2931,0.0980,0.0784,0.0930,0.2000,0.4022,0.3408,0.2570,0.1508,0.5978,0.2514,1601
2006,Josh Hancock,STL,77.0,323,0.9898,0.1942,0.4008,0.4050,0.0714,0.0918,0.0928,0.4286,0.4378,0.3775,0.1847,0.0964,0.6104,0.2932,1606
2006,Nate Robertson,DET,208.2,881,1.4045,0.1997,0.4675,0.3328,0.1045,0.1318,0.0777,0.1250,0.4559,0.3094,0.2347,0.0897,0.6667,0.2436,1620
2006,Salomon Torres,PIT,93.1,411,2.1067,0.1853,0.5524,0.2622,0.1333,0.0800,0.0443,0.1111,0.4508,0.3492,0.2000,0.0949,0.6814,0.2237,1628
2006,Cliff Lee,CLE,200.2,882,0.6758,0.1891,0.3270,0.4839,0.1364,0.0879,0.0583,0.0000,0.3639,0.3712,0.2649,0.1077,0.6186,0.2737,1636
2006,Francisco Rodriguez,LAA,73.0,296,0.8205,0.1446,0.3855,0.4699,0.1410,0.0769,0.0625,0.0000,0.4024,0.3373,0.2604,0.1006,0.5976,0.3018,1642
2006,Oscar Villarreal,ATL,92.1,397,1.3786,0.1914,0.4686,0.3399,0.0680,0.1262,0.0493,0.1429,0.4613,0.3710,0.1677,0.1129,0.6032,0.2839,1654
2006,Seth McClung,TBD,103.0,489,0.8627,0.1994,0.3708,0.4298,0.1307,0.0915,0.0758,0.0000,0.3621,0.3621,0.2758,0.0752,0.5850,0.3398,1657
2006,Jose Contreras,CHW,196.0,833,1.1488,0.1653,0.4462,0.3884,0.1198,0.0826,0.0683,0.6364,0.4211,0.3438,0.2350,0.1609,0.6262,0.2129,1660
2006,Jeremy Bonderman,DET,214.0,903,1.5075,0.1975,0.4825,0.3201,0.0945,0.0896,0.0627,0.1667,0.4574,0.3486,0.1940,0.1388,0.6167,0.2445,1667
2006,Wilfredo Ledezma,DET,60.1,264,0.7356,0.2094,0.3351,0.4555,0.1609,0.0575,0.0781,0.1111,0.3000,0.3550,0.3450,0.1550,0.5700,0.2750,1669
2006,Kyle Snyder,2 Tms,60.1,287,1.1857,0.2609,0.4010,0.3382,0.0714,0.1714,0.0964,1.0000,0.4952,0.3077,0.1971,0.0240,0.6202,0.3558,1689
2006,Brandon Webb,ARI,235.0,950,4.0614,0.1734,0.6633,0.1633,0.0614,0.1316,0.0626,0.2778,0.4288,0.3561,0.2151,0.1271,0.6299,0.2430,1692
2006,Claudio Vargas,ARI,167.2,747,0.9483,0.1812,0.3986,0.4203,0.0991,0.1164,0.0727,0.3333,0.3989,0.3156,0.2855,0.0940,0.6117,0.2943,1695
2006,Chris Capuano,MIL,221.1,936,0.9964,0.2009,0.3988,0.4003,0.0982,0.1055,0.0547,0.3158,0.4037,0.3640,0.2323,0.1416,0.5935,0.2649,1701
2006,Dontrelle Willis,FLA,223.1,975,1.4430,0.1951,0.4754,0.3295,0.0965,0.0921,0.0638,0.1579,0.3601,0.3685,0.2714,0.1308,0.6512,0.2180,1703
2006,Todd Wellemeyer,2 Tms,78.1,345,1.3412,0.1385,0.4935,0.3680,0.0941,0.0706,0.0175,0.3333,0.3586,0.3840,0.2574,0.1435,0.5063,0.3502,1709
2006,Aaron Heilman,NYM,87.0,356,1.1848,0.1728,0.4486,0.3786,0.1522,0.0543,0.0459,0.1111,0.3651,0.4206,0.2143,0.1429,0.6230,0.2341,1751
2006,Dan Haren,OAK,223.0,930,1.2661,0.1902,0.4524,0.3573,0.1169,0.1250,0.0541,0.2000,0.4492,0.3162,0.2346,0.1001,0.6466,0.2532,1757
2006,Kevin Correia,SFG,69.2,295,0.7742,0.2180,0.3412,0.4408,0.1505,0.0538,0.0417,0.0000,0.3756,0.3427,0.2817,0.1033,0.6056,0.2911,1767
2006,Chad Gaudin,OAK,64.0,276,0.8851,0.1590,0.3949,0.4462,0.1034,0.0345,0.0390,0.5000,0.3909,0.2741,0.3350,0.0761,0.7411,0.1827,1783
2006,Jimmy Gobble,KCR,84.0,370,0.9417,0.2157,0.3804,0.4039,0.0874,0.1165,0.1031,0.4000,0.3500,0.3885,0.2615,0.1115,0.5385,0.3500,1791
2006,Kevin Gregg,LAA,78.1,341,0.7699,0.1803,0.3566,0.4631,0.0885,0.0885,0.1379,1.0000,0.3049,0.3577,0.3374,0.0854,0.6667,0.2480,1793
2006,J.J. Putz,SEA,78.1,303,1.5333,0.1648,0.5055,0.3297,0.0833,0.0667,0.0652,0.5000,0.2989,0.3641,0.3370,0.0870,0.6359,0.2772,1795
2006,Mike Wood,KCR,64.2,307,1.6494,0.1639,0.5205,0.3156,0.0519,0.1299,0.0787,0.2500,0.5081,0.3145,0.1774,0.1048,0.6048,0.2903,1806
2006,Geoff Geary,PHI,91.1,390,1.6087,0.1892,0.5000,0.3108,0.0435,0.0652,0.0743,0.4286,0.3102,0.4059,0.2838,0.1353,0.6172,0.2475,1813
2006,Chad Cordero,WSN,73.1,307,0.6827,0.1294,0.3532,0.5174,0.1058,0.1250,0.0423,0.1667,0.3897,0.3662,0.2441,0.0798,0.6714,0.2488,1816
2006,Noah Lowry,SFG,159.1,689,0.8025,0.1829,0.3638,0.4533,0.1134,0.0882,0.0576,0.0588,0.4041,0.3100,0.2860,0.0812,0.6494,0.2694,1833
2006,John Grabow,PIT,69.2,303,1.4462,0.1762,0.4870,0.3368,0.1231,0.1077,0.0851,0.0909,0.3824,0.3676,0.2500,0.1422,0.6275,0.2304,1848
2006,Ryan Madson,PHI,134.1,620,1.2102,0.2185,0.4279,0.3536,0.0764,0.1274,0.0737,0.2353,0.4056,0.3275,0.2668,0.1128,0.5423,0.3449,1852
2006,Shawn Camp,TBD,75.0,328,2.3333,0.1870,0.5691,0.2439,0.1333,0.1500,0.0500,0.3333,0.4217,0.3534,0.2249,0.0522,0.6104,0.3373,1855
2006,Scott Proctor,NYY,102.1,426,0.6712,0.1785,0.3300,0.4916,0.1027,0.0822,0.0918,0.2000,0.3874,0.3344,0.2781,0.0927,0.6225,0.2848,1911
2006,Daniel Cabrera,BAL,148.0,662,1.0972,0.2216,0.4072,0.3711,0.1042,0.0764,0.0506,0.5000,0.3662,0.3182,0.3157,0.1288,0.6313,0.2399,1931
2006,Elizardo Ramirez,CIN,104.0,465,1.3276,0.2286,0.4400,0.3314,0.1293,0.1207,0.0584,0.1111,0.4513,0.3203,0.2284,0.1058,0.5627,0.3315,1946
2006,Ken Ray,ATL,67.2,299,0.8444,0.1942,0.3689,0.4369,0.1111,0.1000,0.0132,0.0000,0.3460,0.3839,0.2701,0.0948,0.6209,0.2844,1986
2006,Dave Borkowski,HOU,71.0,299,1.2911,0.1735,0.4658,0.3607,0.0633,0.1013,0.0098,0.4000,0.3036,0.4241,0.2723,0.1027,0.6741,0.2232,2002
2006,Saul Rivera,WSN,60.1,277,1.3284,0.1917,0.4611,0.3472,0.0746,0.0597,0.0337,0.0000,0.4650,0.3100,0.2250,0.1450,0.6250,0.2300,2027
2006,Jorge De La Rosa,2 Tms,79.0,367,1.0538,0.2042,0.4083,0.3875,0.0860,0.1505,0.0306,0.7500,0.4426,0.3238,0.2336,0.1516,0.5123,0.3361,2047
2006,Gustavo Chacin,TOR,87.1,384,0.7984,0.2120,0.3498,0.4382,0.1048,0.1532,0.0505,0.3000,0.3925,0.3311,0.2765,0.0922,0.5973,0.3106,2060
2006,Matt Guerrier,MIN,69.2,300,1.2299,0.1849,0.4496,0.3655,0.0805,0.1034,0.0561,0.0000,0.4380,0.3430,0.2190,0.0868,0.5992,0.3140,2061
2006,Chien-Ming Wang,NYY,218.0,900,3.0909,0.1689,0.6280,0.2032,0.0455,0.0779,0.0609,0.4167,0.4273,0.3506,0.2221,0.1442,0.6468,0.2091,2074
2006,Fernando Cabrera,CLE,60.2,256,0.7692,0.2333,0.3333,0.4333,0.1231,0.1846,0.0600,0.0000,0.3684,0.3882,0.2434,0.0592,0.5921,0.3487,2105
2006,John Koronka,TEX,125.0,554,1.0952,0.1908,0.4230,0.3862,0.0774,0.1012,0.0326,0.5000,0.3741,0.3696,0.2562,0.0726,0.6349,0.2925,2130
2006,Gary Majewski,2 Tms,70.1,316,1.8507,0.1872,0.5277,0.2851,0.0448,0.0746,0.0323,0.0000,0.3333,0.3625,0.3042,0.1292,0.6333,0.2375,2131
2006,Adam Loewen,BAL,112.1,504,1.5842,0.2091,0.4848,0.3061,0.0693,0.0792,0.0500,0.1667,0.3780,0.3452,0.2768,0.1220,0.5744,0.3036,2134
2006,Boof Bonser,MIN,100.1,419,0.9624,0.1498,0.4169,0.4332,0.0827,0.1353,0.0703,0.0000,0.3613,0.3774,0.2613,0.0774,0.6000,0.3226,2159
2006,John Rheinecker,TEX,70.2,322,2.6949,0.1926,0.5889,0.2185,0.1356,0.1017,0.0440,0.5000,0.4301,0.3456,0.2243,0.1140,0.6912,0.1949,2165
2006,Taylor Buchholz,HOU,113.0,479,1.1460,0.1811,0.4373,0.3816,0.1095,0.1533,0.0255,0.0000,0.4110,0.3616,0.2274,0.1068,0.6466,0.2466,2168
2006,Chad Qualls,HOU,88.2,356,2.3284,0.1423,0.6000,0.2577,0.0299,0.1493,0.0705,0.1667,0.4398,0.3383,0.2218,0.1316,0.6015,0.2669,2170
2006,Fernando Nieve,HOU,96.1,411,0.9365,0.1528,0.4097,0.4375,0.1270,0.1429,0.0169,0.4000,0.4161,0.3255,0.2584,0.0973,0.6342,0.2685,2173
2006,Jake Woods,SEA,105.0,473,1.0977,0.1983,0.4195,0.3822,0.0827,0.0902,0.0411,0.2500,0.4233,0.3295,0.2472,0.1222,0.5625,0.3153,2196
2006,Roberto Novoa,CHC,76.0,336,1.0842,0.1818,0.4256,0.3926,0.0947,0.1579,0.0680,0.3333,0.3469,0.3306,0.3224,0.0939,0.6204,0.2857,2217
2006,Ian Snell,PIT,186.0,813,1.1795,0.2115,0.4267,0.3618,0.0769,0.1487,0.0391,0.1034,0.3592,0.3327,0.3081,0.1056,0.5880,0.3063,2227
2006,Adam Wainwright,STL,75.0,309,1.3472,0.1716,0.4755,0.3529,0.1528,0.0833,0.0515,0.1429,0.3839,0.3555,0.2607,0.1659,0.6019,0.2322,2233
2006,Jose Capellan,MIL,71.2,310,0.7283,0.2392,0.3206,0.4402,0.1522,0.1196,0.0746,0.0000,0.3761,0.2661,0.3578,0.0550,0.6835,0.2615,2236
2006,Joel Peralta,KCR,73.2,304,0.6857,0.2203,0.3172,0.4626,0.1238,0.0952,0.1111,0.0000,0.3904,0.3509,0.2588,0.1272,0.5921,0.2807,2332
2006,Tim Corcoran,TBD,90.1,396,1.0874,0.2321,0.4000,0.3679,0.0971,0.0971,0.0268,0.4000,0.3860,0.3579,0.2561,0.0632,0.6737,0.2632,2351
2006,Todd Coffey,CIN,78.0,340,1.9104,0.2073,0.5203,0.2724,0.0896,0.1045,0.0391,0.0000,0.3705,0.3904,0.2390,0.0956,0.6375,0.2669,2467
2006,Enrique Gonzalez,ARI,106.1,462,1.1953,0.1948,0.4384,0.3668,0.1094,0.1094,0.0458,0.0000,0.4162,0.2989,0.2849,0.0838,0.5978,0.3184,2568
2006,Robinson Tejeda,TEX,73.2,329,0.8158,0.1753,0.3705,0.4542,0.1140,0.0877,0.0860,0.3333,0.3622,0.3228,0.3150,0.0984,0.6181,0.2835,2575
2006,Wandy Rodriguez,HOU,135.2,611,1.3803,0.2230,0.4506,0.3264,0.0563,0.1197,0.0663,0.2222,0.3986,0.3626,0.2387,0.0901,0.6239,0.2860,2586
2006,Randy Messenger,FLA,60.1,275,0.8941,0.1869,0.3838,0.4293,0.1529,0.0941,0.0789,0.0000,0.4098,0.3659,0.2244,0.0732,0.6341,0.2927,2658
2006,Ruddy Lugo,TBD,85.0,363,1.1019,0.1624,0.4391,0.3985,0.1204,0.0370,0.0672,0.0000,0.3956,0.3370,0.2674,0.0916,0.6520,0.2564,2710
2006,Mike Thompson,SDP,92.0,405,1.5094,0.1840,0.4908,0.3252,0.0566,0.1226,0.0375,0.2857,0.4444,0.3303,0.2252,0.0961,0.5465,0.3574,2735
2006,Carlos Marmol,CHC,77.0,356,0.5462,0.1822,0.2889,0.5289,0.1261,0.1176,0.0154,0.1250,0.3991,0.3305,0.2704,0.1073,0.6094,0.2833,2790
2006,Zach Miner,DET,93.0,398,1.4639,0.2086,0.4702,0.3212,0.0825,0.1134,0.0563,0.2000,0.5081,0.2476,0.2443,0.1042,0.6026,0.2932,3193
2006,Chris Young,SDP,179.1,735,0.4498,0.1824,0.2537,0.5639,0.1561,0.1041,0.0413,0.1579,0.3367,0.3327,0.3306,0.0806,0.6552,0.2641,3196
2006,Ervin Santana,LAA,204.0,846,0.8718,0.1718,0.3857,0.4425,0.0952,0.0769,0.0672,0.0000,0.3622,0.3446,0.2933,0.0929,0.6298,0.2772,3200
2006,Francisco Liriano,MIN,121.0,473,2.3824,0.2096,0.5567,0.2337,0.0882,0.1324,0.0556,0.4000,0.4493,0.3446,0.2061,0.1149,0.6419,0.2432,3201
2006,Ambiorix Burgos,KCR,73.1,336,1.1059,0.1751,0.4332,0.3917,0.0588,0.1882,0.0532,0.5000,0.3575,0.3710,0.2715,0.1176,0.5656,0.3167,3246
2006,Roberto Hernandez,CLE,74.2,340,2.2000,0.1333,0.5958,0.2708,0.0769,0.1385,0.0629,0.3333,0.4033,0.3128,0.2840,0.0700,0.7119,0.2181,3273
2006,Anibal Sanchez,FLA,114.1,469,1.0851,0.1429,0.4461,0.4111,0.1277,0.0638,0.0392,0.0000,0.4191,0.3150,0.2659,0.1214,0.6416,0.2370,3284
2006,Kyle Davies,ATL,63.1,312,0.9647,0.2409,0.3727,0.3864,0.0941,0.1647,0.0732,0.4000,0.4489,0.3156,0.2356,0.1244,0.5111,0.3644,3642
2006,Brad Hennessey,SFG,99.1,428,1.1750,0.1894,0.4379,0.3727,0.0917,0.1000,0.0213,0.2000,0.4157,0.3163,0.2681,0.1235,0.5783,0.2982,3720
2006,Ricky Nolasco,FLA,140.0,613,0.9667,0.2098,0.3884,0.4018,0.0778,0.1111,0.0805,0.3333,0.4471,0.2916,0.2613,0.1339,0.5875,0.2786,3830
2006,Zach Duke,PIT,215.1,935,1.7805,0.1994,0.5126,0.2879,0.0683,0.0829,0.0466,0.1613,0.4111,0.3477,0.2412,0.1104,0.6366,0.2530,3840
2006,Jered Weaver,LAA,123.0,490,0.5810,0.1749,0.3032,0.5219,0.1397,0.0838,0.0962,0.5000,0.3983,0.3352,0.2665,0.1089,0.6304,0.2607,4235
2006,Lance Cormier,ATL,73.2,333,1.7429,0.2131,0.5000,0.2869,0.0571,0.1143,0.0574,0.4000,0.3775,0.2932,0.3293,0.1406,0.5382,0.3213,4346
2006,Joe Saunders,LAA,70.2,302,1.5000,0.2009,0.4795,0.3196,0.0286,0.0857,0.0667,0.0000,0.4027,0.3439,0.2534,0.1086,0.6018,0.2896,4366
2006,Kameron Loe,TEX,78.1,358,1.6667,0.1919,0.5051,0.3030,0.0556,0.1111,0.0533,0.5000,0.4950,0.2957,0.2093,0.1329,0.5714,0.2957,4422
2006,Scott Olsen,FLA,180.2,761,1.2174,0.1840,0.4480,0.3680,0.1196,0.1250,0.0491,0.1538,0.3957,0.3645,0.2398,0.0760,0.6452,0.2788,4529
2006,Josh Johnson,FLA,157.0,659,1.2821,0.1854,0.4577,0.3570,0.0897,0.0897,0.0450,0.0588,0.4383,0.3282,0.2335,0.1145,0.6542,0.2313,4567
2006,Clay Hensley,SDP,187.0,787,1.8214,0.1655,0.5387,0.2958,0.0952,0.0893,0.0654,0.3889,0.4676,0.3294,0.2031,0.1195,0.6706,0.2099,4593
2006,Dave Bush,MIL,210.0,869,1.3645,0.1917,0.4665,0.3419,0.1121,0.1215,0.0514,0.1905,0.4281,0.3385,0.2334,0.1020,0.6708,0.2272,4635
2006,Jason Bergmann,WSN,64.2,303,0.7065,0.2379,0.3155,0.4466,0.1413,0.1304,0.0308,0.1000,0.4676,0.3056,0.2269,0.0972,0.6250,0.2778,4640
2006,Brandon McCarthy,CHW,84.2,354,0.8261,0.1498,0.3846,0.4656,0.1391,0.1478,0.0526,0.0000,0.4206,0.2937,0.2857,0.1190,0.6587,0.2222,4662
2006,Jeff Francis,COL,199.0,843,1.2271,0.1892,0.4467,0.3641,0.1397,0.0786,0.0534,0.1333,0.4270,0.3261,0.2469,0.1056,0.6398,0.2547,4684
2006,Joel Zumaya,DET,83.1,350,0.7527,0.2087,0.3398,0.4515,0.2043,0.0645,0.0714,0.0000,0.3254,0.3493,0.3254,0.1244,0.6555,0.2201,4699
2006,Matt Cain,SFG,190.2,818,0.7460,0.1667,0.3561,0.4773,0.1627,0.0714,0.0691,0.1111,0.3645,0.3388,0.2967,0.0971,0.6520,0.2509,4732
2006,Jonathan Broxton,LAD,76.1,320,0.9733,0.2043,0.3925,0.4032,0.0800,0.0933,0.1096,0.0000,0.2646,0.3810,0.3545,0.1111,0.5873,0.3016,4759
2006,Brad Halsey,OAK,94.1,431,1.1653,0.1838,0.4393,0.3769,0.1322,0.0909,0.0567,0.3333,0.3914,0.3242,0.2844,0.1254,0.6544,0.2202,4760
2006,Felix Hernandez,SEA,191.0,816,2.3500,0.1772,0.5772,0.2456,0.0786,0.1643,0.0517,0.0000,0.4286,0.3415,0.2300,0.1150,0.5923,0.2927,4772
2006,John Maine,NYM,90.0,365,0.7983,0.1542,0.3755,0.4704,0.1429,0.1261,0.0421,0.1667,0.3629,0.3127,0.3243,0.1004,0.6216,0.2780,4773
2006,Matt Capps,PIT,80.2,329,1.0204,0.1951,0.4065,0.3984,0.1122,0.1224,0.0600,0.1667,0.3682,0.3566,0.2752,0.1240,0.5930,0.2829,4788
2006,Rich Hill,CHC,99.1,417,0.5816,0.1832,0.3004,0.5165,0.1277,0.1135,0.0610,0.1538,0.4196,0.3252,0.2552,0.1434,0.5769,0.2797,4806
2006,Jesse Crain,MIN,76.2,325,2.2931,0.2075,0.5519,0.2407,0.0690,0.1034,0.0376,0.2500,0.4000,0.3469,0.2531,0.0980,0.6571,0.2449,4817
2006,Joe Blanton,OAK,194.1,856,1.1673,0.1965,0.4328,0.3708,0.1036,0.0677,0.0580,0.2500,0.4000,0.3197,0.2803,0.1139,0.6219,0.2642,4849
2006,Chuck James,ATL,119.0,504,0.5217,0.1931,0.2767,0.5303,0.1033,0.1087,0.0625,0.1667,0.4039,0.2758,0.3203,0.0780,0.6323,0.2897,4886
2006,Scott Kazmir,TBD,144.2,610,1.0728,0.1891,0.4197,0.3912,0.0927,0.0993,0.0864,0.4286,0.4173,0.3130,0.2697,0.1018,0.6158,0.2824,4897
