Season,Name,Tm,PA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
2006,Pablo Ozuna,CHW,203.00,1.5385,0.1902,0.4908,0.3190,0.1538,0.0385,0.1000,0.5385,0.2841,0.3068,0.4091,0.1648,0.6250,0.2102,1469.00
2006,Ty Wigginton,TBD,486.00,1.0000,0.1943,0.4029,0.4029,0.1702,0.1702,0.0567,1.0000,0.5014,0.2991,0.1994,0.1140,0.5812,0.3048,1491.00
2006,Marcus Thames,DET,390.00,0.4342,0.1518,0.2568,0.5914,0.1711,0.1711,0.0758,0.0000,0.6187,0.2140,0.1673,0.0895,0.5875,0.3230,1523.00
2006,Michael Cuddyer,MIN,635.00,1.2418,0.2060,0.4398,0.3542,0.0980,0.1569,0.0474,0.0000,0.5058,0.3210,0.1732,0.1085,0.5751,0.3164,1534.00
2006,David Ross,CIN,296.00,0.6364,0.1676,0.3237,0.5087,0.1250,0.2386,0.0536,0.3750,0.5304,0.2597,0.2099,0.1160,0.5193,0.3646,1551.00
2006,Marco Scutaro,OAK,423.00,1.2315,0.2072,0.4375,0.3553,0.1481,0.0463,0.0677,0.0000,0.3550,0.3225,0.3225,0.0554,0.6319,0.3127,1555.00
2006,Coco Crisp,BOS,452.00,1.3554,0.1593,0.4838,0.3569,0.1240,0.0661,0.0854,0.4286,0.4079,0.3286,0.2635,0.1076,0.6997,0.1926,1572.00
2006,Travis Hafner,CLE,564.00,0.9568,0.2116,0.3855,0.4029,0.0360,0.3022,0.0301,0.0000,0.4145,0.3536,0.2319,0.0725,0.5217,0.4058,1573.00
2006,Josh Bard,2 Tms,284.00,1.9123,0.2057,0.5215,0.2727,0.0351,0.1579,0.0367,0.0000,0.3934,0.2938,0.3128,0.0806,0.5687,0.3507,1578.00
2006,Chone Figgins,LAA,683.00,1.2286,0.2073,0.4370,0.3557,0.0629,0.0514,0.0791,0.2083,0.3353,0.3702,0.2946,0.0969,0.6764,0.2267,1580.00
2006,Jamey Carroll,COL,534.00,1.7080,0.2273,0.4874,0.2854,0.1062,0.0442,0.0725,0.0000,0.3252,0.3496,0.3252,0.1149,0.6870,0.1980,1591.00
2006,Bill Hall,MIL,608.00,0.6889,0.1915,0.3298,0.4787,0.0722,0.1944,0.0242,0.3333,0.3613,0.3534,0.2853,0.0812,0.5576,0.3613,1605.00
2006,Omar Infante,DET,245.00,0.8947,0.1864,0.3842,0.4294,0.0921,0.0526,0.1029,0.3333,0.3825,0.2951,0.3224,0.1311,0.6339,0.2350,1609.00
2006,Lyle Overbay,TOR,640.00,1.4452,0.2218,0.4600,0.3183,0.0452,0.1419,0.0402,0.0000,0.3532,0.3922,0.2546,0.0842,0.5626,0.3532,1617.00
2006,Freddy Sanchez,PIT,632.00,1.0419,0.2751,0.3699,0.3550,0.0995,0.0314,0.0603,0.2500,0.3487,0.3413,0.3100,0.1162,0.6882,0.1956,1624.00
2006,Miguel Olivo,FLA,452.00,1.0952,0.1927,0.4220,0.3853,0.1508,0.1270,0.1014,0.0000,0.4264,0.3153,0.2583,0.1652,0.5405,0.2943,1638.00
2006,Rocco Baldelli,TBD,387.00,1.4900,0.1559,0.5051,0.3390,0.2000,0.1600,0.1007,0.0000,0.4122,0.4054,0.1824,0.0608,0.6486,0.2905,1656.00
2006,Xavier Nady,2 Tms,512.00,1.2553,0.1697,0.4621,0.3681,0.0993,0.1206,0.0339,0.3333,0.3549,0.3705,0.2746,0.1010,0.6295,0.2694,1658.00
2006,Hideki Matsui,NYY,201.00,0.8939,0.1722,0.3907,0.4371,0.0303,0.1212,0.0508,0.0000,0.3974,0.4437,0.1589,0.0861,0.6490,0.2649,1659.00
2006,Shane Victorino,PHI,462.00,1.2951,0.2113,0.4451,0.3437,0.2295,0.0492,0.0823,0.1333,0.4297,0.3703,0.2000,0.1459,0.5946,0.2595,1677.00
2006,Chase Utley,PHI,739.00,0.8515,0.1954,0.3700,0.4345,0.1441,0.1397,0.0821,1.0000,0.4660,0.3340,0.2000,0.1075,0.5679,0.3245,1679.00
2006,Gerald Laird,TEX,260.00,0.7412,0.1913,0.3443,0.4645,0.1412,0.0824,0.1111,0.7778,0.5000,0.2917,0.2083,0.0885,0.6510,0.2604,1698.00
2006,Reed Johnson,TOR,517.00,1.4344,0.1973,0.4730,0.3297,0.0902,0.0984,0.0800,0.5833,0.4267,0.3194,0.2539,0.0995,0.6649,0.2356,1702.00
2006,Jason Bay,PIT,689.00,0.9194,0.1560,0.4043,0.4397,0.0430,0.1882,0.0702,0.0000,0.5106,0.3191,0.1702,0.0591,0.6005,0.3404,1717.00
2006,Lew Ford,MIN,255.00,1.6333,0.1640,0.5185,0.3175,0.0833,0.0667,0.0408,0.0000,0.4635,0.3125,0.2240,0.1406,0.6094,0.2500,1724.00
2006,Jose Reyes,NYM,703.00,1.3316,0.2087,0.4519,0.3394,0.1176,0.1016,0.0562,0.4706,0.3468,0.4067,0.2465,0.1408,0.6039,0.2553,1736.00
2006,Justin Morneau,MIN,661.00,0.8841,0.2353,0.3588,0.4059,0.0918,0.1643,0.0601,0.0000,0.3451,0.3863,0.2686,0.1039,0.5882,0.3078,1737.00
2006,Jhonny Peralta,CLE,632.00,1.4014,0.1881,0.4738,0.3381,0.0634,0.0915,0.0603,0.0000,0.4066,0.3617,0.2317,0.0851,0.6454,0.2695,1738.00
2006,Miguel Cabrera,FLA,676.00,1.1377,0.2420,0.4034,0.3546,0.0719,0.1557,0.0579,1.0000,0.3877,0.3517,0.2606,0.0805,0.5805,0.3390,1744.00
2006,Cody Ross,3 Tms,298.00,0.8409,0.2098,0.3610,0.4293,0.0682,0.1477,0.0270,1.0000,0.4029,0.3252,0.2718,0.0971,0.5388,0.3641,1760.00
2006,Matt Diaz,ATL,323.00,1.8657,0.2351,0.4980,0.2669,0.0597,0.1045,0.0640,0.0000,0.3755,0.3478,0.2767,0.0949,0.6245,0.2806,1771.00
2006,Robb Quinlan,LAA,244.00,1.7302,0.1691,0.5266,0.3043,0.1270,0.1429,0.0642,0.0000,0.3478,0.3816,0.2705,0.1159,0.6329,0.2512,1779.00
2006,Garrett Atkins,COL,695.00,0.8995,0.2195,0.3696,0.4109,0.0502,0.1324,0.0558,0.0000,0.4128,0.3621,0.2251,0.0657,0.5872,0.3471,1790.00
2006,Bobby Crosby,OAK,398.00,1.3535,0.1738,0.4752,0.3511,0.0505,0.0909,0.1045,0.5000,0.3636,0.3776,0.2587,0.1364,0.5909,0.2727,1818.00
2006,David DeJesus,KCR,552.00,1.6721,0.2220,0.4869,0.2912,0.0902,0.0656,0.0392,0.2857,0.3592,0.3592,0.2817,0.1291,0.5282,0.3427,1825.00
2006,Khalil Greene,SDP,460.00,0.7483,0.1927,0.3456,0.4618,0.0993,0.0993,0.0088,0.0000,0.4343,0.3272,0.2385,0.0856,0.6453,0.2691,1826.00
2006,Clint Barmes,COL,535.00,0.7098,0.1791,0.3408,0.4801,0.1244,0.0363,0.0511,0.3103,0.3991,0.3364,0.2645,0.1671,0.6705,0.1624,1830.00
2006,Lance Niekro,SFG,210.00,1.1719,0.1677,0.4491,0.3832,0.1719,0.0781,0.0400,0.0000,0.4910,0.3234,0.1856,0.1437,0.6108,0.2455,1832.00
2006,Aaron Miles,STL,471.00,2.2581,0.2005,0.5541,0.2454,0.1183,0.0215,0.0524,0.3000,0.3496,0.3728,0.2776,0.1337,0.7172,0.1491,1844.00
2006,Jonny Gomes,TBD,461.00,0.5400,0.1691,0.2914,0.5396,0.1133,0.1333,0.0370,0.0000,0.4568,0.3165,0.2266,0.1043,0.5935,0.3022,1845.00
2006,Rickie Weeks Jr.,MIL,413.00,1.3864,0.2045,0.4621,0.3333,0.1477,0.0909,0.0984,0.3750,0.3750,0.3640,0.2610,0.0735,0.6397,0.2868,1849.00
2006,Kazuo Matsui,2 Tms,265.00,1.5410,0.2010,0.4845,0.3144,0.0820,0.0492,0.0851,0.1111,0.4433,0.3399,0.2167,0.1675,0.6207,0.2118,1854.00
2006,Joe Mauer,MIN,608.00,1.9250,0.2468,0.4957,0.2575,0.0167,0.1083,0.0346,0.7500,0.2848,0.3776,0.3376,0.0506,0.6435,0.3059,1857.00
2006,Wilson Betemit,2 Tms,412.00,1.1500,0.2125,0.4212,0.3663,0.0600,0.1800,0.0522,0.0000,0.4015,0.3139,0.2847,0.0949,0.5949,0.3102,1861.00
2006,Jose Castillo,PIT,562.00,1.3425,0.1934,0.4623,0.3443,0.0616,0.0959,0.0510,0.0000,0.3333,0.3944,0.2723,0.1056,0.6643,0.2300,1866.00
2006,Choo Freeman,COL,191.00,2.2258,0.2188,0.5391,0.2422,0.0323,0.0645,0.1449,0.1667,0.3060,0.3358,0.3582,0.0970,0.6418,0.2612,1872.00
2006,Matt Holliday,COL,667.00,1.3000,0.2101,0.4465,0.3434,0.0647,0.2000,0.0633,0.0000,0.3253,0.3374,0.3374,0.1051,0.5778,0.3172,1873.00
2006,Hector Luna,2 Tms,379.00,1.3093,0.2276,0.4379,0.3345,0.0928,0.0619,0.0709,1.0000,0.3265,0.3402,0.3333,0.1031,0.6667,0.2302,1874.00
2006,Willy Taveras,HOU,587.00,2.0734,0.1728,0.5580,0.2691,0.1560,0.0092,0.0841,0.4286,0.3150,0.3899,0.2952,0.1960,0.6630,0.1410,1876.00
2006,Brad Hawpe,COL,575.00,1.1765,0.2169,0.4233,0.3598,0.0662,0.1618,0.0500,0.0000,0.4550,0.3201,0.2249,0.0873,0.5608,0.3519,1885.00
2006,Jose Bautista,PIT,469.00,0.8478,0.1267,0.4007,0.4726,0.1812,0.1159,0.0427,0.2000,0.4444,0.3199,0.2357,0.1044,0.5993,0.2963,1887.00
2006,Chad Tracy,ARI,662.00,0.8374,0.2114,0.3594,0.4292,0.0936,0.0985,0.0588,0.0000,0.3544,0.3671,0.2785,0.1139,0.6329,0.2532,1888.00
2006,Chris Shelton,DET,412.00,0.6850,0.1985,0.3258,0.4757,0.1024,0.1260,0.0460,0.0000,0.3258,0.3483,0.3258,0.1423,0.5543,0.3034,1891.00
2006,Adam LaRoche,ATL,557.00,0.9272,0.2114,0.3794,0.4092,0.0397,0.2119,0.0214,0.3333,0.4274,0.3387,0.2339,0.0672,0.5565,0.3763,1904.00
2006,Adrian Gonzalez,SDP,631.00,1.3137,0.2288,0.4379,0.3333,0.0196,0.1569,0.0100,0.7500,0.3737,0.3391,0.2873,0.0994,0.5680,0.3326,1908.00
2006,Damon Hollins,TBD,355.00,1.0472,0.1903,0.4142,0.3955,0.1321,0.1415,0.0541,0.2500,0.4522,0.3015,0.2463,0.1029,0.6103,0.2868,1919.00
2006,Kevin Youkilis,BOS,680.00,0.6748,0.2467,0.3035,0.4498,0.0680,0.0631,0.0791,0.0000,0.4478,0.3413,0.2109,0.0957,0.6217,0.2826,1935.00
2006,Cory Sullivan,COL,443.00,1.1023,0.3199,0.3566,0.3235,0.0227,0.0227,0.0515,0.1053,0.3613,0.3452,0.2935,0.1161,0.6129,0.2710,1940.00
2006,Corey Hart,MIL,256.00,1.0270,0.1667,0.4222,0.4111,0.0811,0.1216,0.0526,0.0000,0.4309,0.3536,0.2155,0.0829,0.6077,0.3094,1945.00
2006,John Buck,KCR,409.00,1.3000,0.1986,0.4530,0.3484,0.1500,0.1100,0.0462,0.2000,0.3596,0.3493,0.2911,0.1644,0.5582,0.2774,2041.00
2006,Andy Phillips,NYY,263.00,1.2500,0.2031,0.4427,0.3542,0.0294,0.1029,0.0235,0.0000,0.4375,0.3229,0.2396,0.0885,0.6302,0.2813,2075.00
2006,Alex Rios,TOR,498.00,0.8831,0.2162,0.3676,0.4162,0.0455,0.1104,0.0588,1.0000,0.4097,0.3504,0.2399,0.0728,0.6173,0.3100,2090.00
2006,Josh Willingham,FLA,573.00,1.0427,0.1604,0.4286,0.4110,0.1037,0.1585,0.1287,0.0000,0.4536,0.3383,0.2080,0.1103,0.5940,0.2957,2103.00
2006,Ryan Church,WSN,230.00,0.8983,0.1825,0.3869,0.4307,0.0678,0.1695,0.0566,0.2500,0.3972,0.3475,0.2553,0.0922,0.5957,0.3121,2106.00
2006,Ronny Paulino,PIT,481.00,1.5315,0.2259,0.4683,0.3058,0.0901,0.0541,0.0882,0.3333,0.3306,0.3470,0.3224,0.1175,0.6585,0.2240,2129.00
2006,Edwin Encarnacion,CIN,467.00,1.1048,0.2115,0.4139,0.3746,0.1371,0.1210,0.0511,0.0000,0.4743,0.3233,0.2024,0.0937,0.6798,0.2266,2151.00
2006,Ryan Howard,PHI,704.00,1.1633,0.2167,0.4212,0.3621,0.0340,0.3946,0.0526,0.0000,0.4655,0.3079,0.2266,0.0813,0.4704,0.4483,2154.00
2006,Jason Kubel,MIN,235.00,1.5741,0.2057,0.4857,0.3086,0.0556,0.1481,0.0353,0.0000,0.3876,0.3539,0.2584,0.0730,0.6461,0.2809,2161.00
2006,Chris Burke,HOU,413.00,0.8718,0.2261,0.3604,0.4134,0.1624,0.0769,0.0588,0.3333,0.4678,0.3186,0.2136,0.1525,0.6169,0.2305,2164.00
2006,Dan Johnson,OAK,331.00,1.3908,0.1545,0.4919,0.3537,0.0690,0.1034,0.0248,0.0000,0.4350,0.3577,0.2073,0.0854,0.6585,0.2561,2167.00
2006,Ronny Cedeno,CHC,572.00,1.2516,0.1671,0.4630,0.3699,0.1097,0.0387,0.0773,0.3333,0.3409,0.3792,0.2799,0.1761,0.6366,0.1874,2179.00
2006,Gabe Gross,MIL,252.00,0.8125,0.2318,0.3444,0.4238,0.1406,0.1406,0.0385,0.3333,0.3506,0.2987,0.3506,0.1299,0.5714,0.2987,2184.00
2006,Reggie Abercrombie,FLA,281.00,1.5763,0.1111,0.5439,0.3450,0.1525,0.0847,0.1075,0.4545,0.4451,0.2967,0.2582,0.2088,0.5769,0.2143,2187.00
2006,Willy Aybar,2 Tms,278.00,1.0698,0.1401,0.4444,0.4155,0.0814,0.0465,0.0543,0.0000,0.3810,0.3381,0.2810,0.1476,0.6143,0.2381,2192.00
2006,Grady Sizemore,CLE,751.00,0.6987,0.1960,0.3307,0.4733,0.0628,0.1172,0.0539,0.0000,0.4477,0.3116,0.2406,0.0927,0.5700,0.3373,2197.00
2006,Mike Jacobs,FLA,520.00,0.9799,0.2005,0.3957,0.4038,0.0872,0.1342,0.0068,0.0000,0.4038,0.3062,0.2900,0.1003,0.5745,0.3252,2231.00
2006,Eliezer Alfonzo,SFG,309.00,1.0233,0.1907,0.4093,0.4000,0.1279,0.1395,0.0795,0.0000,0.5160,0.3151,0.1689,0.1279,0.5936,0.2785,2331.00
2006,John Rodriguez,STL,212.00,1.7619,0.1773,0.5248,0.2979,0.0476,0.0476,0.0676,0.5000,0.4126,0.3566,0.2308,0.1748,0.5734,0.2517,2338.00
2006,Maicer Izturis,LAA,399.00,1.5400,0.1911,0.4904,0.3185,0.0800,0.0500,0.0649,0.3333,0.3529,0.3344,0.3127,0.1146,0.6378,0.2477,2437.00
2006,Jorge Cantu,TBD,448.00,1.0952,0.1951,0.4207,0.3841,0.0476,0.1111,0.0652,0.0000,0.4329,0.3628,0.2043,0.0915,0.6159,0.2927,2521.00
2006,Chris Duncan,STL,314.00,1.2400,0.2113,0.4366,0.3521,0.0933,0.2933,0.0323,0.0000,0.4554,0.3380,0.2066,0.0939,0.5117,0.3944,2722.00
2006,Mike Napoli,LAA,325.00,0.6452,0.1404,0.3371,0.5225,0.2043,0.1720,0.0333,0.0000,0.4637,0.2961,0.2402,0.0726,0.6480,0.2793,3057.00
2006,Jose Lopez,SEA,655.00,1.4571,0.1825,0.4848,0.3327,0.1771,0.0571,0.1255,0.0000,0.4315,0.2944,0.2741,0.1222,0.6907,0.1870,3114.00
2006,Dioner Navarro,2 Tms,302.00,0.8444,0.2350,0.3502,0.4147,0.1111,0.0667,0.0395,0.5000,0.4018,0.3288,0.2694,0.1187,0.6575,0.2237,3179.00
2006,Nate McLouth,PIT,297.00,1.1081,0.2536,0.3923,0.3541,0.0811,0.0946,0.0610,0.3333,0.4093,0.3256,0.2651,0.0837,0.6419,0.2744,3190.00
2006,Robinson Cano,NYY,508.00,1.8361,0.1991,0.5185,0.2824,0.1311,0.1230,0.0268,0.0000,0.3226,0.3571,0.3203,0.1290,0.5691,0.3018,3269.00
2006,Dan Uggla,FLA,683.00,0.9709,0.1680,0.4098,0.4221,0.0680,0.1311,0.0950,0.2667,0.3976,0.3579,0.2445,0.1034,0.6044,0.2922,3442.00
2006,Luke Scott,HOU,249.00,0.9118,0.2442,0.3605,0.3953,0.0735,0.1471,0.0645,0.0000,0.3837,0.3547,0.2616,0.0698,0.5465,0.3837,3469.00
2006,Chris Duffy,PIT,348.00,2.5283,0.1905,0.5801,0.2294,0.0755,0.0377,0.1045,0.1176,0.3629,0.3710,0.2661,0.1250,0.6290,0.2460,3605.00
2006,Josh Barfield,SDP,578.00,0.9476,0.1913,0.3935,0.4152,0.0524,0.0681,0.0663,0.2000,0.4000,0.3312,0.2688,0.1097,0.6602,0.2301,3622.00
2006,David Wright,NYM,661.00,0.8286,0.1950,0.3648,0.4403,0.0952,0.1238,0.0460,0.0000,0.3941,0.3082,0.2977,0.0734,0.6143,0.3124,3787.00
2006,Joey Gathright,2 Tms,445.00,3.9574,0.1619,0.6691,0.1691,0.1702,0.0213,0.1344,0.2619,0.2656,0.3688,0.3656,0.2188,0.5938,0.1875,3913.00
2006,Melky Cabrera,NYY,524.00,1.4848,0.1717,0.4949,0.3333,0.1288,0.0530,0.0612,0.2727,0.3145,0.3514,0.3342,0.1351,0.6708,0.1941,4022.00
2006,Ryan Zimmerman,WSN,682.00,1.1771,0.2177,0.4230,0.3593,0.1257,0.1143,0.0874,0.8333,0.4469,0.3246,0.2285,0.0902,0.6152,0.2946,4220.00
2006,Howie Kendrick,LAA,283.00,1.6027,0.1518,0.5223,0.3259,0.0274,0.0548,0.0855,1.0000,0.4178,0.3200,0.2622,0.1289,0.5956,0.2756,4229.00
2006,Stephen Drew,ARI,226.00,0.9206,0.2390,0.3648,0.3962,0.0794,0.0794,0.0862,0.3333,0.3642,0.3025,0.3333,0.1111,0.5802,0.3086,4251.00
2006,Ryan Shealy,2 Tms,219.00,0.8209,0.1757,0.3716,0.4527,0.0896,0.1045,0.0182,0.0000,0.3986,0.3649,0.2365,0.1081,0.5405,0.3514,4443.00
2006,Mark Teahen,KCR,439.00,1.3761,0.1591,0.4870,0.3539,0.0642,0.1651,0.0600,0.5000,0.3782,0.3590,0.2628,0.1346,0.5577,0.3077,4511.00
2006,Russ Adams,TOR,280.00,0.8152,0.1971,0.3606,0.4423,0.0870,0.0326,0.0267,0.0000,0.3380,0.4167,0.2454,0.1250,0.6806,0.1944,4519.00
2006,Nick Swisher,OAK,672.00,0.6974,0.1927,0.3317,0.4756,0.1077,0.1795,0.0515,0.0000,0.5073,0.2621,0.2306,0.0898,0.5947,0.3155,4599.00
2006,Chris Snyder,ARI,213.00,1.3878,0.2200,0.4533,0.3267,0.0612,0.1224,0.0588,0.0000,0.3841,0.3245,0.2914,0.1391,0.5894,0.2715,4606.00
2006,Prince Fielder,MIL,648.00,1.0843,0.1792,0.4270,0.3938,0.1180,0.1573,0.0207,0.0000,0.4447,0.3230,0.2323,0.1062,0.5730,0.3208,4613.00
2006,Russell Martin,LAD,468.00,1.7009,0.1994,0.5042,0.2964,0.0748,0.0935,0.0220,0.0000,0.3398,0.4006,0.2597,0.1381,0.6188,0.2431,4616.00
2006,Jeremy Reed,SEA,229.00,1.3906,0.1257,0.5086,0.3657,0.0313,0.0938,0.0225,0.3000,0.3784,0.3892,0.2324,0.0973,0.6432,0.2595,4730.00
2006,Brandon Fahey,BAL,286.00,2.3913,0.2121,0.5556,0.2323,0.0870,0.0435,0.0364,0.0714,0.2877,0.4104,0.3019,0.1321,0.7123,0.1557,4746.00
2006,Curtis Granderson,DET,679.00,1.0000,0.2220,0.3890,0.3890,0.0552,0.1166,0.0675,0.1875,0.4828,0.2713,0.2460,0.0943,0.6115,0.2943,4747.00
2006,Jeff Francoeur,ATL,686.00,1.2263,0.1834,0.4498,0.3668,0.2053,0.1526,0.0815,0.3333,0.3851,0.3755,0.2395,0.1303,0.5766,0.2931,4792.00
2006,Brian McCann,ATL,492.00,0.8118,0.2183,0.3503,0.4315,0.1000,0.1412,0.0217,0.0000,0.4188,0.3299,0.2513,0.1066,0.5685,0.3249,4810.00
2006,Kenji Johjima,SEA,542.00,1.2455,0.1883,0.4502,0.3615,0.1257,0.1078,0.0577,0.0000,0.4946,0.3002,0.2052,0.1080,0.5832,0.3089,5811.00
2006,Nick Markakis,BAL,542.00,1.7623,0.1938,0.5144,0.2919,0.0820,0.1311,0.0419,0.1667,0.3467,0.3396,0.3137,0.0991,0.6368,0.2642,5930.00
2006,Conor Jackson,ARI,556.00,0.9419,0.2029,0.3866,0.4105,0.0814,0.0872,0.0494,0.0000,0.4095,0.3357,0.2548,0.1262,0.6071,0.2667,5997.00
2006,Aaron Hill,TOR,606.00,1.3393,0.1897,0.4639,0.3464,0.0655,0.0357,0.0400,0.0000,0.3906,0.3333,0.2761,0.1166,0.6687,0.2147,6104.00
2006,Brian Anderson,CHW,405.00,1.2371,0.2080,0.4380,0.3540,0.1237,0.0825,0.0833,0.1667,0.4750,0.3036,0.2214,0.1286,0.6071,0.2643,6144.00
2006,Ian Kinsler,TEX,474.00,0.7987,0.2056,0.3528,0.4417,0.1384,0.0881,0.0787,0.4286,0.4414,0.3460,0.2125,0.1281,0.6022,0.2698,6195.00
2006,Andre Ethier,LAD,441.00,1.1083,0.2215,0.4092,0.3692,0.0250,0.0917,0.0602,0.0000,0.3692,0.3477,0.2831,0.0923,0.5815,0.3262,6265.00
2006,Carlos Quentin,ARI,191.00,1.1765,0.1654,0.4511,0.3835,0.2353,0.1765,0.0333,0.0000,0.4925,0.2761,0.2313,0.1642,0.5299,0.3060,6274.00
2006,Matt Murton,CHC,508.00,2.3750,0.1797,0.5772,0.2430,0.1250,0.1354,0.0789,0.0000,0.3864,0.3687,0.2449,0.1136,0.6414,0.2449,6307.00
2006,Ryan Garko,CLE,209.00,1.0323,0.1656,0.4238,0.4106,0.0806,0.1129,0.0000,0.0000,0.3444,0.3510,0.3046,0.0728,0.6490,0.2781,6319.00
2006,Shane Costa,KCR,252.00,1.2754,0.2415,0.4251,0.3333,0.1304,0.0435,0.0227,0.6000,0.4292,0.2925,0.2783,0.1226,0.6038,0.2736,6358.00
2006,Yadier Molina,STL,461.00,1.0811,0.1852,0.4233,0.3915,0.1419,0.0405,0.0375,0.0000,0.4741,0.2746,0.2513,0.1192,0.6192,0.2617,7007.00
2006,Jeremy Hermida,FLA,348.00,1.2840,0.2026,0.4483,0.3491,0.0741,0.0617,0.0481,0.2500,0.3750,0.3833,0.2417,0.1625,0.5792,0.2583,7208.00
2006,Chris Coste,PHI,213.00,1.2885,0.2874,0.4012,0.3114,0.0577,0.1346,0.0597,0.0000,0.4311,0.3713,0.1976,0.1557,0.5629,0.2814,7243.00
2006,Joe Inglett,CLE,222.00,1.6222,0.2387,0.4710,0.2903,0.0444,0.0444,0.0685,0.4615,0.3036,0.3631,0.3333,0.1310,0.7024,0.1667,7254.00
2006,Ben Zobrist,TBD,198.00,1.5745,0.2244,0.4744,0.3013,0.1489,0.0426,0.0541,0.5000,0.3457,0.4630,0.1914,0.0988,0.6975,0.2037,7435.00
2006,Hanley Ramirez,FLA,700.00,1.2386,0.2088,0.4378,0.3534,0.1250,0.0966,0.1055,0.2857,0.4063,0.3535,0.2402,0.1074,0.6133,0.2793,8001.00
2006,Jason Bartlett,MIN,372.00,1.2857,0.2222,0.4375,0.3403,0.0714,0.0204,0.0556,0.4000,0.3447,0.3788,0.2765,0.1775,0.6212,0.2014,8219.00
2006,Tadahito Iguchi,CHW,627.00,1.5068,0.1568,0.5068,0.3364,0.0676,0.1216,0.0762,0.1333,0.3670,0.3407,0.2923,0.1319,0.6308,0.2374,8581.00
2006,Yuniesky Betancourt,SEA,584.00,1.3000,0.1786,0.4643,0.3571,0.1722,0.0444,0.0684,0.1250,0.4434,0.3184,0.2383,0.0859,0.6816,0.2324,8585.00
2006,Kendrys Morales,LAA,215.00,1.5439,0.1471,0.5176,0.3353,0.1053,0.0877,0.0341,0.0000,0.3412,0.3882,0.2706,0.0706,0.6882,0.2412,8610.00
2007,Alfredo Amezaga,FLA,448.00,1.4234,0.2065,0.4661,0.3274,0.1171,0.0180,0.0696,0.3889,0.3725,0.3417,0.2857,0.1961,0.5602,0.2437,1.00
2007,Garret Anderson,LAA,450.00,0.9933,0.1897,0.4038,0.4065,0.1267,0.1067,0.0403,0.0000,0.4715,0.3144,0.2141,0.1843,0.4634,0.3523,2.00
2007,David Eckstein,STL,484.00,1.0980,0.2228,0.4068,0.3705,0.1569,0.0196,0.0536,0.2308,0.4131,0.3005,0.2864,0.2347,0.5329,0.2324,10.00
2007,Darin Erstad,CHW,347.00,1.7692,0.1724,0.5287,0.2989,0.0897,0.0513,0.0797,0.2500,0.3773,0.3736,0.2491,0.1978,0.5165,0.2857,11.00
2007,Troy Glaus,TOR,456.00,0.7462,0.2118,0.3368,0.4514,0.1000,0.1538,0.0000,0.0000,0.3924,0.3542,0.2535,0.1563,0.4167,0.4271,15.00
2007,Adam Kennedy,STL,306.00,1.0714,0.1748,0.4268,0.3984,0.0408,0.0306,0.0381,0.0000,0.3952,0.2944,0.3105,0.1815,0.6008,0.2177,19.00
2007,Bengie Molina,SFG,517.00,0.8418,0.1906,0.3700,0.4395,0.1020,0.0969,0.0182,0.0000,0.4004,0.3423,0.2573,0.1879,0.5213,0.2908,24.00
2007,Jose Molina,2 Tms,202.00,1.6279,0.2260,0.4795,0.2945,0.0233,0.0233,0.0714,0.1250,0.2792,0.4026,0.3182,0.1299,0.5779,0.2922,25.00
2007,Scott Spiezio,STL,257.00,0.9041,0.2486,0.3568,0.3946,0.0548,0.0548,0.0152,1.0000,0.5538,0.2796,0.1667,0.1452,0.5645,0.2903,37.00
2007,Alex Cintron,CHW,196.00,1.1034,0.1867,0.4267,0.3867,0.1724,0.0345,0.0313,0.0000,0.4437,0.3377,0.2185,0.2450,0.5033,0.2517,50.00
2007,Craig Counsell,MIL,334.00,1.2045,0.1528,0.4629,0.3843,0.1250,0.0341,0.0283,0.2857,0.5267,0.2922,0.1811,0.2058,0.5062,0.2881,52.00
2007,Luis Gonzalez,LAD,526.00,1.0745,0.1854,0.4220,0.3927,0.1615,0.0932,0.0289,0.0000,0.4171,0.3780,0.2049,0.1780,0.5000,0.3220,55.00
2007,Jose Guillen,SEA,659.00,1.3567,0.1604,0.4833,0.3563,0.0819,0.1345,0.1164,0.0000,0.4208,0.3396,0.2396,0.1875,0.4604,0.3521,57.00
2007,Damian Miller,MIL,206.00,1.3091,0.1533,0.4800,0.3667,0.0909,0.0727,0.0278,0.0000,0.3533,0.3733,0.2733,0.1600,0.5133,0.3267,65.00
2007,Rafael Furcal,LAD,643.00,1.5732,0.1871,0.4970,0.3159,0.0955,0.0382,0.0891,0.3810,0.3552,0.3205,0.3243,0.2066,0.5174,0.2761,88.00
2007,Marcus Giles,SDP,476.00,1.2033,0.2029,0.4353,0.3618,0.0407,0.0325,0.0405,0.0000,0.3775,0.3516,0.2709,0.1585,0.5591,0.2824,89.00
2007,Wes Helms,PHI,308.00,0.9451,0.2027,0.3874,0.4099,0.0549,0.0549,0.0698,0.5000,0.4063,0.3438,0.2500,0.1384,0.5402,0.3214,94.00
2007,Andruw Jones,ATL,659.00,0.8866,0.1719,0.3891,0.4389,0.1082,0.1340,0.0756,0.0000,0.5734,0.2980,0.1287,0.2032,0.4537,0.3431,96.00
