Season,Name,Tm,PA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
2010,Michael Brantley,CLE,325.00,1.5122,0.2046,0.4788,0.3166,0.1341,0.0366,0.0323,0.3333,0.3094,0.4189,0.2717,0.1585,0.5660,0.2755,4106.00
2010,Jonathan Herrera,COL,257.00,1.5593,0.1838,0.4973,0.3189,0.0339,0.0169,0.0652,0.1818,0.3265,0.3724,0.3010,0.2143,0.5816,0.2041,4182.00
2010,Yunel Escobar,2 Tms,567.00,1.8862,0.1801,0.5358,0.2841,0.1057,0.0325,0.0431,0.2500,0.3764,0.3653,0.2584,0.1581,0.5412,0.3007,4191.00
2010,Ryan Zimmerman,WSN,603.00,1.0000,0.1759,0.4120,0.4120,0.0730,0.1404,0.1011,0.0000,0.3843,0.3310,0.2847,0.1481,0.4514,0.4005,4220.00
2010,Howie Kendrick,LAA,658.00,1.8966,0.1860,0.5329,0.2810,0.0345,0.0690,0.0800,0.3333,0.3089,0.3936,0.2976,0.1375,0.5461,0.3164,4229.00
2010,Stephen Drew,ARI,633.00,0.9840,0.1900,0.4017,0.4083,0.0856,0.0802,0.0707,0.0000,0.3500,0.3761,0.2739,0.1935,0.4717,0.3348,4251.00
2010,Matt Wieters,BAL,502.00,1.2117,0.1536,0.4637,0.3827,0.0584,0.0803,0.0181,0.0000,0.4206,0.3343,0.2451,0.1616,0.5487,0.2897,4298.00
2010,Joey Votto,CIN,648.00,1.2973,0.2000,0.4518,0.3482,0.0000,0.2500,0.0260,0.0000,0.3506,0.3553,0.2941,0.1106,0.4894,0.4000,4314.00
2010,Chris Denorfia,SDP,317.00,2.4643,0.1674,0.5923,0.2403,0.1071,0.1607,0.0725,0.5000,0.4093,0.3671,0.2236,0.1857,0.5148,0.2996,4400.00
2010,Jed Lowrie,BOS,197.00,0.5443,0.1644,0.2945,0.5411,0.0127,0.1139,0.0930,0.0000,0.4452,0.3356,0.2192,0.1438,0.4521,0.4041,4418.00
2010,Mark Teahen,CHW,262.00,1.5769,0.2299,0.4713,0.2989,0.0769,0.0769,0.0366,0.0000,0.4261,0.2727,0.3011,0.1875,0.5511,0.2614,4511.00
2010,Ryan Spilborghs,COL,388.00,1.1978,0.2278,0.4208,0.3514,0.0440,0.1099,0.0459,0.0000,0.3678,0.3372,0.2950,0.1418,0.5096,0.3487,4521.00
2010,James Loney,LAD,648.00,1.3438,0.2455,0.4326,0.3219,0.0813,0.0625,0.0279,0.0000,0.3763,0.3783,0.2455,0.1388,0.5915,0.2696,4556.00
2010,Delwyn Young,PIT,207.00,1.1786,0.1286,0.4714,0.4000,0.0893,0.1250,0.0606,0.0000,0.3333,0.3404,0.3262,0.2057,0.5248,0.2695,4563.00
2010,Starlin Castro,CHC,506.00,1.7565,0.1954,0.5127,0.2919,0.0696,0.0261,0.0941,0.3333,0.3450,0.3850,0.2700,0.1875,0.5350,0.2775,4579.00
2010,Nick Swisher,NYY,635.00,0.7917,0.1963,0.3551,0.4486,0.0781,0.1510,0.0724,0.2500,0.4352,0.3403,0.2245,0.1620,0.4028,0.4352,4599.00
2010,Chris Snyder,2 Tms,376.00,0.9694,0.1460,0.4204,0.4336,0.1531,0.1531,0.0211,0.0000,0.5263,0.3246,0.1491,0.1974,0.4605,0.3421,4606.00
2010,Prince Fielder,MIL,714.00,1.0686,0.1791,0.4240,0.3968,0.1143,0.1829,0.0160,0.0000,0.3560,0.4195,0.2245,0.1701,0.4376,0.3923,4613.00
2010,Russell Martin,LAD,387.00,1.8052,0.2059,0.5110,0.2831,0.1169,0.0649,0.0432,0.0000,0.3358,0.3796,0.2847,0.1679,0.5657,0.2664,4616.00
2010,Ben Francisco,PHI,197.00,0.8462,0.1724,0.3793,0.4483,0.0769,0.0923,0.1091,0.0000,0.5205,0.3151,0.1644,0.1781,0.4452,0.3767,4677.00
2010,Fred Lewis,TOR,480.00,1.3839,0.1835,0.4740,0.3425,0.1607,0.0714,0.0581,0.5000,0.3131,0.3799,0.3070,0.1733,0.5198,0.3070,4693.00
2010,Kila Ka'aihue,KCR,206.00,0.7143,0.1549,0.3521,0.4930,0.1000,0.1143,0.0200,0.0000,0.4615,0.3566,0.1818,0.2378,0.4196,0.3427,4707.00
2010,Chase Headley,SDP,674.00,1.2807,0.1789,0.4611,0.3600,0.0643,0.0643,0.0502,0.0000,0.3803,0.3739,0.2458,0.1660,0.5567,0.2773,4720.00
2010,Curtis Granderson,NYY,528.00,0.6988,0.1989,0.3295,0.4716,0.0723,0.1446,0.0690,0.2000,0.4762,0.3305,0.1933,0.1597,0.4734,0.3669,4747.00
2010,Jeff Francoeur,2 Tms,503.00,0.9123,0.1440,0.4084,0.4476,0.1170,0.0760,0.0705,0.5000,0.3906,0.3776,0.2318,0.2057,0.4714,0.3229,4792.00
2010,Brian McCann,ATL,566.00,0.8598,0.2016,0.3691,0.4293,0.0915,0.1280,0.0426,1.0000,0.4597,0.3351,0.2052,0.1662,0.4416,0.3922,4810.00
2010,Carlos Gomez,MIL,318.00,1.3571,0.1624,0.4822,0.3553,0.0857,0.0714,0.0737,0.4286,0.3644,0.4044,0.2311,0.2267,0.5778,0.1956,4881.00
2010,Nyjer Morgan,WSN,577.00,2.0707,0.2185,0.5270,0.2545,0.1111,0.0000,0.0732,0.2449,0.3333,0.3744,0.2922,0.1689,0.6256,0.2055,4885.00
2010,Alberto Gonzalez,WSN,198.00,1.8125,0.1401,0.5541,0.3057,0.1250,0.0000,0.0575,0.0000,0.3625,0.3250,0.3125,0.2063,0.5750,0.2188,4906.00
2010,Jason Heyward,ATL,623.00,2.0280,0.1777,0.5508,0.2716,0.0841,0.1682,0.1014,0.0000,0.4391,0.3807,0.1802,0.1523,0.4594,0.3883,4940.00
2010,Giancarlo Stanton,FLA,396.00,1.0625,0.1646,0.4304,0.4051,0.1979,0.2292,0.0686,0.0000,0.4473,0.3249,0.2278,0.1814,0.3966,0.4219,4949.00
2010,Ryan Hanigan,CIN,243.00,1.5439,0.2077,0.4809,0.3115,0.1228,0.0877,0.0795,0.0000,0.3459,0.3730,0.2811,0.1784,0.5459,0.2757,4952.00
2010,Asdrubal Cabrera,CLE,425.00,1.6465,0.1683,0.5175,0.3143,0.0808,0.0303,0.0429,0.2500,0.4716,0.3194,0.2090,0.1164,0.6299,0.2537,4962.00
2010,Luis Valbuena,CLE,310.00,1.3200,0.1792,0.4670,0.3538,0.1067,0.0267,0.0303,0.5000,0.4037,0.3486,0.2477,0.2248,0.5321,0.2431,4969.00
2010,B.J. Upton,TBR,610.00,0.9080,0.1662,0.3968,0.4370,0.0859,0.1104,0.0878,0.2500,0.4218,0.3475,0.2308,0.1857,0.5040,0.3103,5015.00
2010,Tony Abreu,ARI,201.00,1.3878,0.2095,0.4595,0.3311,0.1020,0.0204,0.0735,0.0000,0.2733,0.4067,0.3200,0.1733,0.6400,0.1867,5053.00
2010,Alexei Ramirez,CHW,626.00,1.4398,0.1867,0.4799,0.3333,0.1205,0.1084,0.0879,0.2941,0.4874,0.2971,0.2155,0.2214,0.5165,0.2621,5133.00
2010,Alex Gordon,KCR,281.00,0.9577,0.2320,0.3757,0.3923,0.0845,0.1127,0.0294,0.0000,0.4317,0.3115,0.2568,0.1913,0.4426,0.3661,5209.00
2010,Justin Upton,ARI,571.00,1.0511,0.1925,0.4138,0.3937,0.0949,0.1241,0.0625,0.6667,0.3704,0.3761,0.2536,0.1709,0.4188,0.4103,5222.00
2010,Cameron Maybin,FLA,322.00,1.6290,0.1421,0.5316,0.3263,0.0806,0.1290,0.0891,0.5455,0.4279,0.4229,0.1493,0.1791,0.5323,0.2886,5223.00
2010,Jon Jay,STL,323.00,1.5616,0.1905,0.4935,0.3160,0.0548,0.0548,0.0789,0.2000,0.3049,0.3171,0.3780,0.1382,0.5732,0.2886,5227.00
2010,Francisco Cervelli,NYY,317.00,1.3816,0.1847,0.4730,0.3423,0.0526,0.0000,0.0381,0.2143,0.3771,0.3517,0.2712,0.2076,0.5551,0.2373,5275.00
2010,Tyler Colvin,CHC,395.00,1.0874,0.1699,0.4324,0.3977,0.0874,0.1942,0.0446,0.5000,0.4828,0.3257,0.1916,0.2031,0.4291,0.3678,5310.00
2010,Pablo Sandoval,SFG,616.00,1.1551,0.1708,0.4444,0.3848,0.1123,0.0695,0.0602,0.0000,0.3306,0.3737,0.2957,0.1910,0.4928,0.3162,5409.00
2010,George Kottaras,MIL,250.00,0.9610,0.1221,0.4302,0.4477,0.0649,0.1169,0.0811,0.0000,0.4220,0.3410,0.2370,0.2254,0.4855,0.2890,5506.00
2010,Ruben Tejada,NYM,255.00,1.1270,0.2254,0.4104,0.3642,0.0794,0.0159,0.0423,0.2143,0.3850,0.3155,0.2995,0.2032,0.5882,0.2086,5519.00
2010,Mitch Maier,KCR,421.00,0.8741,0.1705,0.3869,0.4426,0.0815,0.0370,0.1017,0.4286,0.4455,0.3013,0.2532,0.2019,0.5801,0.2179,5588.00
2010,Matt Kemp,LAD,668.00,1.0347,0.2000,0.4068,0.3932,0.0173,0.1618,0.0559,0.0000,0.3832,0.3764,0.2404,0.1474,0.4921,0.3605,5631.00
2010,John Jaso,TBR,404.00,1.2523,0.1667,0.4633,0.3700,0.1351,0.0450,0.0504,0.5000,0.3618,0.4013,0.2368,0.2138,0.5230,0.2632,5887.00
2010,Daric Barton,OAK,686.00,1.0000,0.2149,0.3925,0.3925,0.1006,0.0559,0.0391,0.0667,0.4013,0.3609,0.2378,0.1762,0.5817,0.2420,5928.00
2010,Nick Markakis,BAL,709.00,1.2538,0.1793,0.4566,0.3641,0.0711,0.0609,0.0405,0.0000,0.2773,0.4011,0.3216,0.1534,0.5786,0.2680,5930.00
2010,Ian Stewart,COL,441.00,0.8879,0.2206,0.3665,0.4128,0.0948,0.1552,0.0485,0.0000,0.4270,0.3915,0.1815,0.1886,0.4733,0.3381,5950.00
2010,Mike Aviles,KCR,448.00,1.1399,0.1883,0.4324,0.3793,0.0979,0.0559,0.0675,0.0000,0.3122,0.3942,0.2937,0.2090,0.5423,0.2487,5986.00
2010,Kevin Kouzmanoff,OAK,586.00,1.0765,0.1721,0.4292,0.3987,0.0765,0.0874,0.0355,0.0000,0.4065,0.3500,0.2435,0.1717,0.5304,0.2978,5995.00
2010,Conor Jackson,2 Tms,241.00,1.0462,0.2692,0.3736,0.3571,0.1538,0.0308,0.0735,0.0000,0.4121,0.3516,0.2363,0.1923,0.4780,0.3297,5997.00
2010,David Murphy,TEX,471.00,1.2109,0.1937,0.4416,0.3647,0.0469,0.0938,0.0839,0.0000,0.3732,0.3789,0.2479,0.1994,0.4701,0.3305,6035.00
2010,Brendan Ryan,STL,486.00,1.3511,0.1787,0.4720,0.3493,0.1221,0.0153,0.0339,0.1875,0.3504,0.3734,0.2762,0.2558,0.5345,0.2097,6073.00
2010,Casey McGehee,MIL,670.00,1.3315,0.1686,0.4748,0.3566,0.0924,0.1250,0.0490,0.0000,0.3682,0.3353,0.2965,0.1783,0.5078,0.3140,6086.00
2010,Aaron Hill,TOR,580.00,0.6515,0.1056,0.3528,0.5416,0.1286,0.1079,0.0701,0.0000,0.4821,0.3386,0.1794,0.1928,0.4978,0.3094,6104.00
2010,Tony Gwynn Jr.,SDP,339.00,1.3291,0.1858,0.4646,0.3496,0.0380,0.0380,0.0476,0.2381,0.3563,0.3360,0.3077,0.1741,0.6113,0.2146,6141.00
2010,Ian Kinsler,TEX,460.00,0.9638,0.1837,0.4006,0.4157,0.1014,0.0652,0.1053,0.2500,0.4853,0.3176,0.1971,0.1941,0.5029,0.3029,6195.00
2010,Nate Schierholtz,SFG,252.00,1.1831,0.1842,0.4421,0.3737,0.0845,0.0423,0.1071,0.0000,0.4450,0.3298,0.2251,0.2199,0.5026,0.2775,6201.00
2010,Andre Ethier,LAD,585.00,0.9760,0.2162,0.3872,0.3967,0.0838,0.1377,0.0307,0.0000,0.4394,0.3017,0.2589,0.1710,0.4276,0.4014,6265.00
2010,Jake Fox,2 Tms,211.00,0.8194,0.1267,0.3933,0.4800,0.1111,0.0972,0.1017,0.0000,0.4467,0.2933,0.2600,0.2067,0.5200,0.2733,6267.00
2010,Carlos Quentin,CHW,527.00,0.7405,0.1390,0.3663,0.4947,0.1405,0.1405,0.0730,0.0000,0.4519,0.3289,0.2193,0.1925,0.4973,0.3102,6274.00
2010,Alcides Escobar,MIL,552.00,1.2973,0.2148,0.4434,0.3418,0.1419,0.0270,0.0729,0.2000,0.3476,0.3725,0.2799,0.2506,0.4989,0.2506,6310.00
2010,Ryan Sweeney,OAK,331.00,1.8514,0.2038,0.5170,0.2792,0.0946,0.0135,0.0511,0.0000,0.2669,0.3759,0.3571,0.1767,0.6316,0.1917,6352.00
2010,Danny Valencia,MIN,322.00,1.1224,0.1875,0.4297,0.3828,0.1122,0.0714,0.0455,0.0000,0.4141,0.3984,0.1875,0.1797,0.5156,0.3047,6364.00
2010,Adam Jones,BAL,621.00,1.2575,0.1696,0.4626,0.3678,0.1018,0.1138,0.1000,0.5833,0.3734,0.3369,0.2897,0.1824,0.4893,0.3283,6368.00
2010,Michael Bourn,HOU,605.00,2.5638,0.1749,0.5936,0.2315,0.0106,0.0213,0.0996,0.3571,0.3180,0.3664,0.3157,0.1567,0.6037,0.2396,6387.00
2010,Roger Bernadina,WSN,461.00,1.1951,0.1346,0.4712,0.3942,0.0569,0.0894,0.0544,0.3529,0.3313,0.4103,0.2584,0.1884,0.4954,0.3161,6421.00
2010,Lastings Milledge,PIT,412.00,1.4757,0.1853,0.4856,0.3291,0.1553,0.0388,0.0789,0.5000,0.2821,0.3950,0.3229,0.2069,0.4859,0.3072,6441.00
2010,Andy LaRoche,PIT,271.00,1.5373,0.1707,0.5024,0.3268,0.1791,0.0597,0.0971,0.0000,0.4879,0.3478,0.1643,0.2029,0.5314,0.2657,6444.00
2010,Sean Rodriguez,TBR,378.00,1.0645,0.1864,0.4195,0.3941,0.0860,0.0968,0.0707,0.5625,0.4325,0.3492,0.2183,0.1825,0.4802,0.3373,6589.00
2010,Brandon Wood,LAA,243.00,0.6790,0.1282,0.3526,0.5192,0.0864,0.0494,0.0545,0.3750,0.4146,0.3232,0.2622,0.1402,0.6463,0.2134,6592.00
2010,Chris Coghlan,FLA,400.00,2.0746,0.2399,0.5129,0.2472,0.0597,0.0746,0.0216,0.6250,0.3011,0.3978,0.3011,0.1470,0.6057,0.2473,6878.00
2010,Ian Desmond,WSN,574.00,1.6692,0.1578,0.5267,0.3155,0.0923,0.0769,0.0783,0.3000,0.3565,0.4005,0.2431,0.1620,0.5741,0.2639,6885.00
2010,Yadier Molina,STL,521.00,1.8291,0.2100,0.5107,0.2792,0.0427,0.0513,0.0421,0.0000,0.3373,0.3634,0.2993,0.1496,0.5843,0.2660,7007.00
2010,Jeremy Hermida,2 Tms,239.00,0.9552,0.2012,0.3902,0.4085,0.0597,0.0896,0.0469,0.0000,0.3636,0.3818,0.2545,0.1333,0.5273,0.3394,7208.00
2010,Carlos Gonzalez,COL,636.00,1.1617,0.2083,0.4254,0.3662,0.0958,0.2036,0.0670,0.6667,0.3813,0.3813,0.2375,0.1612,0.4009,0.4379,7287.00
2010,Seth Smith,COL,398.00,0.7571,0.1633,0.3605,0.4762,0.0500,0.1214,0.0755,0.0000,0.4184,0.3673,0.2143,0.1769,0.5000,0.3231,7331.00
2010,Billy Butler,KCR,678.00,1.4022,0.1825,0.4772,0.3403,0.0447,0.0838,0.0478,0.0000,0.3745,0.3517,0.2738,0.1445,0.4905,0.3650,7399.00
2010,Paul Janish,CIN,228.00,0.5747,0.1893,0.2959,0.5148,0.1609,0.0575,0.0800,0.4000,0.4138,0.3333,0.2529,0.2874,0.5115,0.2011,7412.00
2010,Ben Zobrist,TBR,655.00,1.1557,0.1781,0.4406,0.3813,0.1078,0.0599,0.0829,0.4667,0.4327,0.3576,0.2097,0.1700,0.5364,0.2936,7435.00
2010,Alex Avila,DET,333.00,1.2436,0.2152,0.4350,0.3498,0.0256,0.0897,0.0309,0.0000,0.3839,0.3616,0.2545,0.1250,0.4955,0.3795,7476.00
2010,Blake DeWitt,2 Tms,496.00,1.3040,0.1933,0.4566,0.3501,0.1600,0.0400,0.0491,0.0000,0.4680,0.3398,0.1922,0.2284,0.5153,0.2563,7485.00
2010,Neil Walker,PIT,469.00,0.8865,0.2245,0.3644,0.4111,0.0426,0.0851,0.0480,0.5000,0.4327,0.3181,0.2493,0.1003,0.5387,0.3610,7539.00
2010,Lou Marson,CLE,294.00,1.9333,0.1498,0.5604,0.2899,0.1000,0.0500,0.0431,0.3333,0.3429,0.3810,0.2762,0.1810,0.5952,0.2238,7610.00
2010,Mark Reynolds,ARI,596.00,0.5776,0.1331,0.3174,0.5495,0.1553,0.1988,0.0753,0.0000,0.4744,0.2628,0.2628,0.2423,0.4061,0.3515,7619.00
2010,Akinori Iwamura,2 Tms,229.00,1.7400,0.1218,0.5577,0.3205,0.0200,0.0400,0.0575,0.0000,0.3121,0.3631,0.3248,0.1656,0.5987,0.2357,7781.00
2010,Jonathan Lucroy,MIL,297.00,1.1591,0.1880,0.4359,0.3761,0.1250,0.0455,0.0882,0.0000,0.3205,0.3504,0.3291,0.2265,0.5043,0.2692,7870.00
2010,Hanley Ramirez,FLA,619.00,1.5608,0.1634,0.5099,0.3267,0.1149,0.1419,0.0909,1.0000,0.3802,0.3890,0.2308,0.1560,0.4725,0.3714,8001.00
2010,Adam Lind,TOR,613.00,1.0116,0.1869,0.4089,0.4042,0.0462,0.1329,0.0457,0.0000,0.4252,0.3458,0.2290,0.1192,0.5210,0.3598,8027.00
2010,Rob Johnson,SEA,209.00,1.4681,0.1212,0.5227,0.3561,0.1489,0.0426,0.0725,0.5000,0.4485,0.3603,0.1912,0.1912,0.5147,0.2941,8029.00
2010,Everth Cabrera,SDP,241.00,2.3529,0.2245,0.5442,0.2313,0.1471,0.0294,0.0375,0.1579,0.2892,0.3554,0.3554,0.1928,0.5663,0.2410,8155.00
2010,Jason Bartlett,TBR,532.00,1.3030,0.2063,0.4491,0.3446,0.0985,0.0303,0.0465,0.2500,0.4261,0.2957,0.2782,0.1855,0.5564,0.2581,8219.00
2010,Hunter Pence,HOU,658.00,1.6485,0.1465,0.5313,0.3223,0.0970,0.1515,0.1140,0.0000,0.3945,0.3691,0.2363,0.1602,0.5254,0.3145,8252.00
2010,Kurt Suzuki,OAK,544.00,1.0328,0.1696,0.4219,0.4085,0.2022,0.0710,0.0529,0.5000,0.4200,0.3689,0.2111,0.2067,0.4889,0.3044,8259.00
2010,Chris Iannetta,COL,223.00,0.9063,0.1348,0.4113,0.4539,0.0938,0.1406,0.0172,0.0000,0.3333,0.4113,0.2553,0.1844,0.5035,0.3121,8267.00
2010,Denard Span,MIN,705.00,1.9667,0.1805,0.5433,0.2762,0.0267,0.0200,0.0746,0.1667,0.3510,0.3845,0.2646,0.1764,0.6067,0.2169,8347.00
2010,Dustin Pedroia,BOS,351.00,1.0000,0.2222,0.3889,0.3889,0.0952,0.1143,0.0381,0.0000,0.3346,0.3640,0.3015,0.1618,0.5735,0.2647,8370.00
2010,Reid Brignac,TBR,326.00,0.9140,0.1946,0.3846,0.4208,0.0860,0.0860,0.0941,0.2000,0.4071,0.3186,0.2743,0.1947,0.5531,0.2522,8380.00
2010,Ike Davis,NYM,601.00,1.0633,0.1641,0.4308,0.4051,0.0759,0.1203,0.0655,0.0000,0.3590,0.3897,0.2513,0.1590,0.4872,0.3538,8433.00
2010,Gerardo Parra,ARI,393.00,1.7805,0.2028,0.5105,0.2867,0.0244,0.0366,0.0274,0.3333,0.3699,0.3664,0.2637,0.1610,0.5616,0.2774,8553.00
2010,Yuniesky Betancourt,KCR,588.00,0.9381,0.1778,0.3980,0.4242,0.1143,0.0762,0.0660,0.0000,0.4180,0.3860,0.1960,0.2100,0.5300,0.2600,8585.00
2010,Kendrys Morales,LAA,211.00,1.5294,0.2086,0.4785,0.3129,0.0196,0.2157,0.0769,0.0000,0.3804,0.3865,0.2331,0.1227,0.5583,0.3190,8610.00
2010,Elvis Andrus,TEX,674.00,3.1304,0.1932,0.6115,0.1953,0.0543,0.0000,0.0799,0.3158,0.2849,0.3870,0.3281,0.1690,0.6012,0.2299,8709.00
2010,Jason Castro,HOU,217.00,1.1250,0.2222,0.4118,0.3660,0.1250,0.0357,0.0476,0.0000,0.3961,0.3117,0.2922,0.2532,0.4675,0.2792,8722.00
2010,Gordon Beckham,CHW,498.00,1.2308,0.1738,0.4558,0.3704,0.1231,0.0692,0.0563,0.0909,0.3287,0.3950,0.2762,0.1768,0.4945,0.3287,9015.00
2010,Justin Smoak,2 Tms,397.00,0.9608,0.2308,0.3769,0.3923,0.1863,0.1275,0.0612,0.0000,0.5000,0.3423,0.1577,0.1923,0.3962,0.4115,9054.00
2010,Eric Patterson,2 Tms,204.00,0.6557,0.1583,0.3333,0.5083,0.0984,0.0984,0.1500,0.2857,0.3937,0.3228,0.2835,0.1811,0.5276,0.2913,9072.00
2010,Buster Posey,SFG,443.00,1.4701,0.1836,0.4859,0.3305,0.0000,0.1538,0.0407,0.0000,0.3531,0.3701,0.2768,0.1158,0.5508,0.3333,9166.00
2010,Logan Morrison,FLA,287.00,1.5000,0.1969,0.4819,0.3212,0.0806,0.0323,0.0538,0.0000,0.3575,0.3886,0.2539,0.1658,0.5026,0.3316,9205.00
2010,Drew Stubbs,CIN,583.00,1.0870,0.1554,0.4399,0.4047,0.0942,0.1594,0.1200,0.3571,0.4254,0.3690,0.2056,0.1577,0.4817,0.3606,9328.00
2010,Jason Donald,CLE,325.00,1.6308,0.2156,0.4862,0.2982,0.1538,0.0615,0.0849,0.1818,0.3799,0.3799,0.2402,0.2096,0.4760,0.3144,9331.00
2010,Adam Moore,SEA,218.00,2.0769,0.1489,0.5745,0.2766,0.0513,0.1026,0.0741,0.2500,0.3379,0.4069,0.2552,0.1724,0.5931,0.2345,9362.00
2010,Evan Longoria,TBR,661.00,0.8485,0.2026,0.3660,0.4314,0.0707,0.1111,0.0714,1.0000,0.4152,0.3522,0.2326,0.1348,0.5022,0.3630,9368.00
2010,David Freese,STL,270.00,1.6792,0.2198,0.4890,0.2912,0.0189,0.0755,0.0225,0.0000,0.3602,0.3333,0.3065,0.1022,0.5860,0.3118,9549.00
2010,Adam Rosales,OAK,279.00,1.1231,0.2775,0.3822,0.3403,0.1077,0.1077,0.0822,0.0000,0.3814,0.3969,0.2216,0.1701,0.5619,0.2680,9682.00
2010,Josh Thole,NYM,227.00,1.3448,0.2273,0.4432,0.3295,0.0172,0.0517,0.0641,0.0000,0.3107,0.4181,0.2712,0.1582,0.5819,0.2599,9689.00
2010,Rusty Ryal,ARI,222.00,1.1667,0.1643,0.4500,0.3857,0.1296,0.0556,0.1587,0.0000,0.4043,0.3404,0.2553,0.1844,0.4823,0.3333,9698.00
2010,Will Rhymes,DET,213.00,1.3455,0.2321,0.4405,0.3274,0.1636,0.0182,0.0676,0.2000,0.3333,0.3279,0.3388,0.2623,0.5191,0.2186,9802.00
2010,Andrew McCutchen,PIT,653.00,1.1475,0.1880,0.4339,0.3781,0.1038,0.0874,0.0905,0.2000,0.4070,0.3742,0.2188,0.1309,0.4888,0.3804,9847.00
2010,Austin Jackson,DET,675.00,1.7686,0.2421,0.4842,0.2738,0.0165,0.0331,0.1168,0.3333,0.3172,0.3502,0.3326,0.1167,0.5419,0.3414,9848.00
2010,Jay Bruce,CIN,573.00,0.8282,0.2011,0.3619,0.4370,0.1043,0.1534,0.0370,0.6000,0.4524,0.3175,0.2302,0.1561,0.4709,0.3730,9892.00
2010,Colby Rasmus,STL,534.00,0.6581,0.1944,0.3197,0.4859,0.0516,0.1484,0.0490,0.0000,0.4348,0.3385,0.2267,0.1708,0.4689,0.3602,9893.00
2010,Brett Gardner,NYY,569.00,1.9118,0.1863,0.5342,0.2795,0.0882,0.0490,0.1333,0.3684,0.2604,0.3698,0.3698,0.3073,0.5130,0.1797,9927.00
2010,Michael Saunders,SEA,327.00,0.7419,0.1649,0.3557,0.4794,0.1935,0.1075,0.0435,0.3571,0.4615,0.3173,0.2212,0.2500,0.4856,0.2644,9981.00
2011,Adam Kennedy,SEA,409.00,0.9063,0.2254,0.3683,0.4063,0.0938,0.0547,0.0345,0.0000,0.4263,0.3009,0.2727,0.2382,0.6113,0.1505,19.00
2011,Jose Molina,TOR,191.00,1.2500,0.2205,0.4331,0.3465,0.0227,0.0682,0.0000,0.0000,0.4504,0.3206,0.2290,0.1985,0.5649,0.2366,25.00
2011,Rod Barajas,LAD,337.00,0.3379,0.1814,0.2068,0.6118,0.1655,0.1103,0.0204,0.0000,0.3808,0.3682,0.2510,0.3054,0.4603,0.2343,45.00
2011,Kyle Blanks,SDP,190.00,0.8889,0.1570,0.3967,0.4463,0.1667,0.1296,0.1250,0.0000,0.5868,0.2810,0.1322,0.2231,0.4628,0.3140,49.00
2011,Rafael Furcal,2 Tms,369.00,1.9494,0.1825,0.5404,0.2772,0.0886,0.1013,0.0519,0.1538,0.3893,0.3221,0.2886,0.3255,0.4799,0.1946,88.00
2011,Andruw Jones,NYY,222.00,1.0962,0.1484,0.4453,0.4063,0.1538,0.2500,0.0526,0.0000,0.5000,0.3594,0.1406,0.3125,0.4219,0.2656,96.00
2011,Chipper Jones,ATL,512.00,1.4135,0.1575,0.4934,0.3491,0.0301,0.1353,0.0426,0.0000,0.3780,0.3806,0.2415,0.1969,0.5328,0.2703,97.00
2011,Jerry Hairston,2 Tms,376.00,0.9576,0.2034,0.3897,0.4069,0.1610,0.0424,0.0354,0.5000,0.4247,0.3048,0.2705,0.2774,0.5171,0.2055,144.00
2011,Johnny Damon,TBR,647.00,1.0847,0.2024,0.4150,0.3826,0.1746,0.0847,0.0634,0.3333,0.4245,0.3360,0.2394,0.3280,0.4728,0.1992,185.00
2011,Will Venable,SDP,411.00,1.1735,0.2111,0.4259,0.3630,0.0918,0.0918,0.0783,0.3846,0.4311,0.3286,0.2403,0.2544,0.5088,0.2367,211.00
2011,Jason Varitek,BOS,250.00,1.0794,0.1494,0.4416,0.4091,0.0952,0.1746,0.0441,0.0000,0.3861,0.3671,0.2468,0.2215,0.5506,0.2278,217.00
2011,Willie Harris,NYM,283.00,1.1719,0.2102,0.4261,0.3636,0.1250,0.0313,0.0667,0.4000,0.5193,0.2873,0.1934,0.2044,0.5083,0.2873,236.00
2011,Paul Konerko,CHW,639.00,0.9101,0.2237,0.3699,0.4065,0.0794,0.1640,0.0058,0.0000,0.5419,0.2645,0.1935,0.1656,0.5376,0.2968,242.00
2011,Carlos Lee,HOU,653.00,0.7906,0.2109,0.3484,0.4407,0.1624,0.0769,0.0649,0.0000,0.4426,0.3315,0.2260,0.2731,0.4652,0.2618,243.00
2011,Magglio Ordonez,DET,357.00,1.8442,0.2500,0.4863,0.2637,0.0909,0.0649,0.0211,0.0000,0.3699,0.3527,0.2774,0.2123,0.5788,0.2089,248.00
2011,Aaron Rowand,SFG,351.00,1.1685,0.2218,0.4194,0.3589,0.1461,0.0449,0.0769,0.0000,0.4435,0.3105,0.2460,0.2339,0.5403,0.2258,254.00
2011,Corey Patterson,2 Tms,397.00,1.2700,0.1624,0.4686,0.3690,0.2400,0.0600,0.0866,0.3548,0.4868,0.2980,0.2152,0.3113,0.4305,0.2583,300.00
2011,Adam Dunn,CHW,496.00,0.6842,0.2000,0.3250,0.4750,0.1316,0.0965,0.0000,0.0000,0.5125,0.2458,0.2417,0.2375,0.4625,0.3000,319.00
2011,Victor Martinez,DET,595.00,1.2927,0.2419,0.4274,0.3306,0.1402,0.0732,0.0377,0.0000,0.4012,0.3407,0.2581,0.1996,0.5444,0.2560,393.00
